"id","parent_id:id","name"
"of_naf_27_1","of_naf_27","[27.1] Fabrication de moteurs, génératrices et transformateurs électriques et de matériel de distribution et de commande électrique"
"of_naf_27_11","of_naf_27_1","[27.11] Fabrication de moteurs, génératrices et transformateurs électriques"
"of_naf_27_12","of_naf_27_1","[27.12] Fabrication de matériel de distribution et de commande électrique"
"of_naf_27_2","of_naf_27","[27.2] Fabrication de piles et d'accumulateurs électriques"
"of_naf_27_20","of_naf_27_2","[27.20] Fabrication de piles et d'accumulateurs électriques"
"of_naf_27_3","of_naf_27","[27.3] Fabrication de fils et câbles et de matériel d'installation électrique"
"of_naf_27_31","of_naf_27_3","[27.31] Fabrication de câbles de fibres optiques"
"of_naf_27_32","of_naf_27_3","[27.32] Fabrication d'autres fils et câbles électroniques ou électriques"
"of_naf_27_33","of_naf_27_3","[27.33] Fabrication de matériel d'installation électrique"
"of_naf_27_4","of_naf_27","[27.4] Fabrication d'appareils d'éclairage électrique"
"of_naf_27_40","of_naf_27_4","[27.40] Fabrication d'appareils d'éclairage électrique"
"of_naf_27_5","of_naf_27","[27.5] Fabrication d'appareils ménagers"
"of_naf_27_51","of_naf_27_5","[27.51] Fabrication d'appareils électroménagers"
"of_naf_27_52","of_naf_27_5","[27.52] Fabrication d'appareils ménagers non électriques"
"of_naf_27_9","of_naf_27","[27.9] Fabrication d'autres matériels électriques"
"of_naf_27_90","of_naf_27_9","[27.90] Fabrication d'autres matériels électriques"
"of_naf_28","of_naf_C","[28] Fabrication de machines et équipements n.c.a."
"of_naf_28_1","of_naf_28","[28.1] Fabrication de machines d'usage général"
"of_naf_28_11","of_naf_28_1","[28.11] Fabrication de moteurs et turbines, à l'exception des moteurs d'avions et de véhicules"
"of_naf_28_12","of_naf_28_1","[28.12] Fabrication d'équipements hydrauliques et pneumatiques"
"of_naf_28_13","of_naf_28_1","[28.13] Fabrication d'autres pompes et compresseurs"
"of_naf_28_14","of_naf_28_1","[28.14] Fabrication d'autres articles de robinetterie"
"of_naf_28_15","of_naf_28_1","[28.15] Fabrication d'engrenages et d'organes mécaniques de transmission"
"of_naf_28_2","of_naf_28","[28.2] Fabrication d'autres machines d'usage général"
"of_naf_28_21","of_naf_28_2","[28.21] Fabrication de fours et brûleurs"
"of_naf_28_22","of_naf_28_2","[28.22] Fabrication de matériel de levage et de manutention"
"of_naf_28_23","of_naf_28_2","[28.23] Fabrication de machines et d'équipements de bureau (à l'exception des ordinateurs et équipements périphériques)"
"of_naf_28_24","of_naf_28_2","[28.24] Fabrication d'outillage portatif à moteur incorporé"
"of_naf_28_25","of_naf_28_2","[28.25] Fabrication d'équipements aérauliques et frigorifiques industriels"
"of_naf_28_29","of_naf_28_2","[28.29] Fabrication de machines diverses d'usage général"
"of_naf_28_3","of_naf_28","[28.3] Fabrication de machines agricoles et forestières"
"of_naf_28_30","of_naf_28_3","[28.30] Fabrication de machines agricoles et forestières"
"of_naf_28_4","of_naf_28","[28.4] Fabrication de machines de formage des métaux et de machines-outils"
"of_naf_28_41","of_naf_28_4","[28.41] Fabrication de machines de formage des métaux"
"of_naf_28_49","of_naf_28_4","[28.49] Fabrication d'autres machines-outils"
"of_naf_28_9","of_naf_28","[28.9] Fabrication d'autres machines d'usage spécifique"
"of_naf_28_91","of_naf_28_9","[28.91] Fabrication de machines pour la métallurgie"
"of_naf_28_92","of_naf_28_9","[28.92] Fabrication de machines pour l'extraction ou la construction"
"of_naf_28_93","of_naf_28_9","[28.93] Fabrication de machines pour l'industrie agro-alimentaire"
"of_naf_28_94","of_naf_28_9","[28.94] Fabrication de machines pour les industries textiles"
"of_naf_28_95","of_naf_28_9","[28.95] Fabrication de machines pour les industries du papier et du carton"
"of_naf_28_96","of_naf_28_9","[28.96] Fabrication de machines pour le travail du caoutchouc ou des plastiques"
"of_naf_28_99","of_naf_28_9","[28.99] Fabrication d'autres machines d'usage spécifique n.c.a."
"of_naf_29","of_naf_C","[29] Industrie automobile"
"of_naf_29_1","of_naf_29","[29.1] Construction de véhicules automobiles"
"of_naf_29_10","of_naf_29_1","[29.10] Construction de véhicules automobiles"
"of_naf_29_2","of_naf_29","[29.2] Fabrication de carrosseries et remorques"
"of_naf_29_20","of_naf_29_2","[29.20] Fabrication de carrosseries et remorques"
"of_naf_29_3","of_naf_29","[29.3] Fabrication d'équipements automobiles"
"of_naf_29_31","of_naf_29_3","[29.31] Fabrication d'équipements électriques et électroniques automobiles"
"of_naf_29_32","of_naf_29_3","[29.32] Fabrication d'autres équipements automobiles"
"of_naf_30","of_naf_C","[30] Fabrication d'autres matériels de transport"
"of_naf_30_1","of_naf_30","[30.1] Construction navale"
"of_naf_30_11","of_naf_30_1","[30.11] Construction de navires et de structures flottantes"
"of_naf_30_12","of_naf_30_1","[30.12] Construction de bateaux de plaisance"
"of_naf_30_2","of_naf_30","[30.2] Construction de locomotives et d’autre matériel ferroviaire roulant"
"of_naf_30_20","of_naf_30_2","[30.20] Construction de locomotives et d’autre matériel ferroviaire roulant "
"of_naf_30_3","of_naf_30","[30.3] Construction aéronautique et spatiale "
"of_naf_30_30","of_naf_30_3","[30.30] Construction aéronautique et spatiale "
"of_naf_30_4","of_naf_30","[30.4] Construction de véhicules militaires de combat"
"of_naf_30_40","of_naf_30_4","[30.40] Construction de véhicules militaires de combat "
"of_naf_30_9","of_naf_30","[30.9] Fabrication de matériels de transport n.c.a."
"of_naf_30_91","of_naf_30_9","[30.91] Fabrication de motocycles"
"of_naf_30_92","of_naf_30_9","[30.92] Fabrication de bicyclettes et de véhicules pour invalides"
"of_naf_30_99","of_naf_30_9","[30.99] Fabrication d'autres équipements de transport n.c.a."
"of_naf_31","of_naf_C","[31] Fabrication de meubles"
"of_naf_31_0","of_naf_31","[31.0] Fabrication de meubles"
"of_naf_31_01","of_naf_31_0","[31.01] Fabrication de meubles de bureau et de magasin"
"of_naf_31_02","of_naf_31_0","[31.02] Fabrication de meubles de cuisine "
"of_naf_31_03","of_naf_31_0","[31.03] Fabrication de matelas"
"of_naf_31_09","of_naf_31_0","[31.09] Fabrication d'autres meubles"
"of_naf_32","of_naf_C","[32] Autres industries manufacturières"
"of_naf_32_1","of_naf_32","[32.1] Fabrication d'articles de joaillerie, bijouterie et articles similaires"
"of_naf_32_11","of_naf_32_1","[32.11] Frappe de monnaie"
"of_naf_32_12","of_naf_32_1","[32.12] Fabrication d'articles de joaillerie et bijouterie"
"of_naf_32_13","of_naf_32_1","[32.13] Fabrication d'articles de bijouterie fantaisie et articles similaires "
"of_naf_32_2","of_naf_32","[32.2] Fabrication d'instruments de musique"
"of_naf_32_20","of_naf_32_2","[32.20] Fabrication d'instruments de musique"
"of_naf_32_3","of_naf_32","[32.3] Fabrication d'articles de sport"
"of_naf_32_30","of_naf_32_3","[32.30] Fabrication d'articles de sport"
"of_naf_32_4","of_naf_32","[32.4] Fabrication de jeux et jouets"
"of_naf_32_40","of_naf_32_4","[32.40] Fabrication de jeux et jouets"
"of_naf_32_5","of_naf_32","[32.5] Fabrication d'instruments et de fournitures à usage médical et dentaire"
"of_naf_32_50","of_naf_32_5","[32.50] Fabrication d'instruments et de fournitures à usage médical et dentaire "
"of_naf_32_9","of_naf_32","[32.9] Activités manufacturières n.c.a."
"of_naf_32_91","of_naf_32_9","[32.91] Fabrication d'articles de brosserie"
"of_naf_32_99","of_naf_32_9","[32.99] Autres activités manufacturières n.c.a. "
"of_naf_33","of_naf_C","[33] Réparation et installation de machines et d'équipements "
"of_naf_33_1","of_naf_33","[33.1] Réparation d'ouvrages en métaux, de machines et d'équipements"
"of_naf_33_11","of_naf_33_1","[33.11] Réparation d'ouvrages en métaux"
"of_naf_33_12","of_naf_33_1","[33.12] Réparation de machines et équipements mécaniques "
"of_naf_33_13","of_naf_33_1","[33.13] Réparation de matériels électroniques et optiques"
"of_naf_33_14","of_naf_33_1","[33.14] Réparation d'équipements électriques"
"of_naf_33_15","of_naf_33_1","[33.15] Réparation et maintenance navale"
"of_naf_33_16","of_naf_33_1","[33.16] Réparation et maintenance d'aéronefs et d'engins spatiaux"
"of_naf_33_17","of_naf_33_1","[33.17] Réparation et maintenance d'autres équipements de transport"
"of_naf_33_19","of_naf_33_1","[33.19] Réparation d'autres équipements"
"of_naf_33_2","of_naf_33","[33.2] Installation de machines et d'équipements industriels"
"of_naf_33_20","of_naf_33_2","[33.20] Installation de machines et d'équipements industriels"
"of_naf_D","","[D] PRODUCTION ET DISTRIBUTION D'ÉLECTRICITÉ, DE GAZ, DE VAPEUR ET D'AIR CONDITIONNÉ"
"of_naf_35","of_naf_D","[35] Production et distribution d'électricité, de gaz, de vapeur et d'air conditionné"
"of_naf_35_1","of_naf_35","[35.1] Production, transport et distribution d'électricité"
"of_naf_35_11","of_naf_35_1","[35.11] Production d'électricité"
"of_naf_35_12","of_naf_35_1","[35.12] Transport d'électricité"
"of_naf_35_13","of_naf_35_1","[35.13] Distribution d'électricité"
"of_naf_35_14","of_naf_35_1","[35.14] Commerce d'électricité"
"of_naf_35_2","of_naf_35","[35.2] Production et distribution de combustibles gazeux"
"of_naf_35_21","of_naf_35_2","[35.21] Production de combustibles gazeux"
"of_naf_35_22","of_naf_35_2","[35.22] Distribution de combustibles gazeux par conduites"
"of_naf_35_23","of_naf_35_2","[35.23] Commerce de combustibles gazeux par conduites"
"of_naf_35_3","of_naf_35","[35.3] Production et distribution de vapeur et d'air conditionné"
"of_naf_35_30","of_naf_35_3","[35.30] Production et distribution de vapeur et d'air conditionné "
"of_naf_E","","[E] PRODUCTION ET DISTRIBUTION D'EAU; ASSAINISSEMENT, GESTION DES DÉCHETS ET DÉPOLLUTION"
"of_naf_36","of_naf_E","[36] Captage, traitement et distribution d'eau "
"of_naf_36_0","of_naf_36","[36.0] Captage, traitement et distribution d'eau"
"of_naf_36_00","of_naf_36_0","[36.00] Captage, traitement et distribution d'eau"
"of_naf_37","of_naf_E","[37] Collecte et traitement des eaux usées"
"of_naf_37_0","of_naf_37","[37.0] Collecte et traitement des eaux usées"
"of_naf_37_00","of_naf_37_0","[37.00] Collecte et traitement des eaux usées"
"of_naf_38","of_naf_E","[38] Collecte, traitement et élimination des déchets; récupération"
"of_naf_38_1","of_naf_38","[38.1] Collecte des déchets"
"of_naf_38_11","of_naf_38_1","[38.11] Collecte des déchets non dangereux"
"of_naf_38_12","of_naf_38_1","[38.12] Collecte des déchets dangereux"
"of_naf_38_2","of_naf_38","[38.2] Traitement et élimination des déchets"
"of_naf_38_21","of_naf_38_2","[38.21] Traitement et élimination des déchets non dangereux"
"of_naf_38_22","of_naf_38_2","[38.22] Traitement et élimination des déchets dangereux"
"of_naf_38_3","of_naf_38","[38.3] Récupération"
"of_naf_38_31","of_naf_38_3","[38.31] Démantèlement d'épaves"
"of_naf_38_32","of_naf_38_3","[38.32] Récupération de déchets triés"
"of_naf_39","of_naf_E","[39] Dépollution et autres services de gestion des déchets"
"of_naf_39_0","of_naf_39","[39.0] Dépollution et autres services de gestion des déchets"
"of_naf_39_00","of_naf_39_0","[39.00] Dépollution et autres services de gestion des déchets"
"of_naf_F","","[F] CONSTRUCTION"
"of_naf_41","of_naf_F","[41] Construction de bâtiments"
"of_naf_41_1","of_naf_41","[41.1] Promotion immobilière"
"of_naf_41_10","of_naf_41_1","[41.10] Promotion immobilière"
"of_naf_41_2","of_naf_41","[41.2] Construction de bâtiments résidentiels et non résidentiels"
"of_naf_41_20","of_naf_41_2","[41.20] Construction de bâtiments résidentiels et non résidentiels"
"of_naf_42","of_naf_F","[42] Génie civil"
"of_naf_42_1","of_naf_42","[42.1] Construction de routes et de voies ferrées "
"of_naf_42_11","of_naf_42_1","[42.11] Construction de routes et autoroutes"
"of_naf_42_12","of_naf_42_1","[42.12] Construction de voies ferrées de surface et souterraines"
"of_naf_42_13","of_naf_42_1","[42.13] Construction de ponts et tunnels"
"of_naf_42_2","of_naf_42","[42.2] Construction de réseaux et de lignes"
"of_naf_42_21","of_naf_42_2","[42.21] Construction de réseaux pour fluides"
"of_naf_42_22","of_naf_42_2","[42.22] Construction de réseaux électriques et de télécommunications"
"of_naf_42_9","of_naf_42","[42.9] Construction d'autres ouvrages de génie civil "
"of_naf_42_91","of_naf_42_9","[42.91] Construction d'ouvrages maritimes et fluviaux"
"of_naf_42_99","of_naf_42_9","[42.99] Construction d'autres ouvrages de génie civil n.c.a."
"of_naf_43","of_naf_F","[43] Travaux de construction spécialisés "
"of_naf_43_1","of_naf_43","[43.1] Démolition et préparation des sites"
"of_naf_43_11","of_naf_43_1","[43.11] Travaux de démolition"
"of_naf_43_12","of_naf_43_1","[43.12] Travaux de préparation des sites"
"of_naf_43_13","of_naf_43_1","[43.13] Forages et sondages"
"of_naf_43_2","of_naf_43","[43.2] Travaux d'installation électrique, plomberie et autres travaux d'installation"
"of_naf_43_21","of_naf_43_2","[43.21] Installation électrique"
"of_naf_43_22","of_naf_43_2","[43.22] Travaux de plomberie et installation de chauffage et de conditionnement d'air"
"of_naf_43_29","of_naf_43_2","[43.29] Autres travaux d'installation"
"of_naf_43_3","of_naf_43","[43.3] Travaux de finition"
"of_naf_43_31","of_naf_43_3","[43.31] Travaux de plâtrerie"
"of_naf_43_32","of_naf_43_3","[43.32] Travaux de menuiserie"
"of_naf_43_33","of_naf_43_3","[43.33] Travaux de revêtement des sols et des murs"
"of_naf_43_34","of_naf_43_3","[43.34] Travaux de peinture et vitrerie"
"of_naf_43_39","of_naf_43_3","[43.39] Autres travaux de finition"
"of_naf_43_9","of_naf_43","[43.9] Autres travaux de construction spécialisés"
"of_naf_43_91","of_naf_43_9","[43.91] Travaux de couverture"
"of_naf_43_99","of_naf_43_9","[43.99] Autres travaux de construction spécialisés n.c.a."
"of_naf_G","","[G] COMMERCE; RÉPARATION D'AUTOMOBILES ET DE MOTOCYCLES"
"of_naf_45","of_naf_G","[45] Commerce et réparation d'automobiles et de motocycles"
"of_naf_45_1","of_naf_45","[45.1] Commerce de véhicules automobiles"
"of_naf_45_11","of_naf_45_1","[45.11] Commerce de voitures et de véhicules automobiles légers"
"of_naf_45_19","of_naf_45_1","[45.19] Commerce d'autres véhicules automobiles"
"of_naf_45_2","of_naf_45","[45.2] Entretien et réparation de véhicules automobiles"
"of_naf_45_20","of_naf_45_2","[45.20] Entretien et réparation de véhicules automobiles"
"of_naf_45_3","of_naf_45","[45.3] Commerce d'équipements automobiles"
"of_naf_45_31","of_naf_45_3","[45.31] Commerce de gros d'équipements automobiles"
"of_naf_45_32","of_naf_45_3","[45.32] Commerce de détail d'équipements automobiles"
"of_naf_45_4","of_naf_45","[45.4] Commerce et réparation de motocycles"
"of_naf_45_40","of_naf_45_4","[45.40] Commerce et réparation de motocycles"
"of_naf_46","of_naf_G","[46] Commerce de gros, à l’exception des automobiles et des motocycles"
"of_naf_46_1","of_naf_46","[46.1] Intermédiaires du commerce de gros"
"of_naf_46_11","of_naf_46_1","[46.11] Intermédiaires du commerce en matières premières agricoles, animaux vivants, matières premières textiles et produits semi-finis"
"of_naf_46_12","of_naf_46_1","[46.12] Intermédiaires du commerce en combustibles, métaux, minéraux et produits chimiques"
"of_naf_46_13","of_naf_46_1","[46.13] Intermédiaires du commerce en bois et matériaux de construction"
"of_naf_46_14","of_naf_46_1","[46.14] Intermédiaires du commerce en machines, équipements industriels, navires et avions"
"of_naf_46_15","of_naf_46_1","[46.15] Intermédiaires du commerce en meubles, articles de ménage et quincaillerie"
"of_naf_46_16","of_naf_46_1","[46.16] Intermédiaires du commerce en textiles, habillement, fourrures, chaussures et articles en cuir"
"of_naf_46_17","of_naf_46_1","[46.17] Intermédiaires du commerce en denrées, boissons et tabac"
"of_naf_46_18","of_naf_46_1","[46.18] Intermédiaires spécialisés dans le commerce d'autres produits spécifiques"
"of_naf_46_19","of_naf_46_1","[46.19] Intermédiaires du commerce en produits divers"
"of_naf_46_2","of_naf_46","[46.2] Commerce de gros de produits agricoles bruts et d'animaux vivants"
"of_naf_46_21","of_naf_46_2","[46.21] Commerce de gros de céréales, de tabac non manufacturé, de semences et d'aliments pour le bétail "
"of_naf_46_22","of_naf_46_2","[46.22] Commerce de gros de fleurs et plantes"
"of_naf_46_23","of_naf_46_2","[46.23] Commerce de gros d'animaux vivants"
"of_naf_46_24","of_naf_46_2","[46.24] Commerce de gros de cuirs et peaux"
"of_naf_46_3","of_naf_46","[46.3] Commerce de gros de produits alimentaires, de boissons et de tabac"
"of_naf_46_31","of_naf_46_3","[46.31] Commerce de gros de fruits et légumes"
"of_naf_46_32","of_naf_46_3","[46.32] Commerce de gros de viandes et de produits à base de viande"
"of_naf_46_33","of_naf_46_3","[46.33] Commerce de gros de produits laitiers, œufs, huiles et matières grasses comestibles"
"of_naf_46_34","of_naf_46_3","[46.34] Commerce de gros de boissons"
"of_naf_46_35","of_naf_46_3","[46.35] Commerce de gros de produits à base de de tabac"
"of_naf_46_36","of_naf_46_3","[46.36] Commerce de gros de sucre, chocolat et confiserie"
"of_naf_46_37","of_naf_46_3","[46.37] Commerce de gros de café, thé, cacao et épices"
"of_naf_46_38","of_naf_46_3","[46.38] Commerce de gros d'autres produits alimentaires, y compris poissons, crustacés et mollusques"
"of_naf_46_39","of_naf_46_3","[46.39] Commerce de gros non spécialisé de denrées, boissons et tabac"
"of_naf_46_4","of_naf_46","[46.4] Commerce de gros de biens domestiques"
"of_naf_46_41","of_naf_46_4","[46.41] Commerce de gros de textiles"
"of_naf_46_42","of_naf_46_4","[46.42] Commerce de gros d'habillement et de chaussures"
"of_naf_46_43","of_naf_46_4","[46.43] Commerce de gros d'appareils électroménagers "
"of_naf_46_44","of_naf_46_4","[46.44] Commerce de gros de vaisselle, verrerie et produits d'entretien"
"of_naf_46_45","of_naf_46_4","[46.45] Commerce de gros de parfumerie et de produits de beauté"
"of_naf_46_46","of_naf_46_4","[46.46] Commerce de gros de produits pharmaceutiques"
"of_naf_46_47","of_naf_46_4","[46.47] Commerce de gros de meubles, de tapis et d'appareils d'éclairage "
"of_naf_46_48","of_naf_46_4","[46.48] Commerce de gros d'articles d'horlogerie et de bijouterie"
"of_naf_46_49","of_naf_46_4","[46.49] Commerce de gros d'autres biens domestiques"
"of_naf_46_5","of_naf_46","[46.5] Commerce de gros d'équipements de l'information et de la communication "
"of_naf_46_51","of_naf_46_5","[46.51] Commerce de gros d'ordinateurs, d'équipements informatiques périphériques et de logiciels"
"of_naf_46_52","of_naf_46_5","[46.52] Commerce de gros de composants et d'équipements électroniques et de télécommunication"
"of_naf_46_6","of_naf_46","[46.6] Commerce de gros d'autres équipements industriels"
"of_naf_46_61","of_naf_46_6","[46.61] Commerce de gros de matériel agricole"
"of_naf_46_62","of_naf_46_6","[46.62] Commerce de gros de machines-outils"
"of_naf_46_63","of_naf_46_6","[46.63] Commerce de gros de machines pour l'extraction, la construction et le génie civil "
"of_naf_46_64","of_naf_46_6","[46.64] Commerce de gros de machines pour l'industrie textile et l'habillement"
"of_naf_46_65","of_naf_46_6","[46.65] Commerce de gros de mobilier de bureau"
"of_naf_46_66","of_naf_46_6","[46.66] Commerce de gros d'autres machines et équipements de bureau "
"of_naf_46_69","of_naf_46_6","[46.69] Commerce de gros d'autres machines et équipements"
"of_naf_46_7","of_naf_46","[46.7] Autres commerces de gros spécialisés"
"of_naf_46_71","of_naf_46_7","[46.71] Commerce de gros de combustibles et de produits annexes"
"of_naf_46_72","of_naf_46_7","[46.72] Commerce de gros de minerais et métaux"
"of_naf_46_73","of_naf_46_7","[46.73] Commerce de gros de bois, de matériaux de construction et d'appareils sanitaires"
"of_naf_46_74","of_naf_46_7","[46.74] Commerce de gros de quincaillerie et fournitures pour plomberie et chauffage"
"of_naf_46_75","of_naf_46_7","[46.75] Commerce de gros de produits chimiques"
"of_naf_46_76","of_naf_46_7","[46.76] Commerce de gros d'autres produits intermédiaires"
"of_naf_46_77","of_naf_46_7","[46.77] Commerce de gros de déchets et débris"
"of_naf_46_9","of_naf_46","[46.9] Commerce de gros non spécialisé"
"of_naf_46_90","of_naf_46_9","[46.90] Commerce de gros non spécialisé"
"of_naf_47","of_naf_G","[47] Commerce de détail, à l’exception des automobiles et des motocycles"
"of_naf_47_1","of_naf_47","[47.1] Commerce de détail en magasin non spécialisé"
"of_naf_47_11","of_naf_47_1","[47.11] Commerce de détail en magasin non spécialisé à prédominance alimentaire"
"of_naf_47_19","of_naf_47_1","[47.19] Autre commerce de détail en magasin non spécialisé"
"of_naf_47_2","of_naf_47","[47.2] Commerce de détail alimentaire en magasin spécialisé"
"of_naf_47_21","of_naf_47_2","[47.21] Commerce de détail de fruits et légumes en magasin spécialisé"
"of_naf_47_22","of_naf_47_2","[47.22] Commerce de détail de viandes et de produits à base de viande en magasin spécialisé"
"of_naf_47_23","of_naf_47_2","[47.23] Commerce de détail de poissons, crustacés et mollusques en magasin spécialisé"
"of_naf_47_24","of_naf_47_2","[47.24] Commerce de détail de pain, pâtisserie et confiserie en magasin spécialisé"
"of_naf_47_25","of_naf_47_2","[47.25] Commerce de détail de boissons en magasin spécialisé"
"of_naf_47_26","of_naf_47_2","[47.26] Commerce de détail de produits à base de tabac en magasin spécialisé"
"of_naf_47_29","of_naf_47_2","[47.29] Autres commerces de détail alimentaires en magasin spécialisé "
"of_naf_47_3","of_naf_47","[47.3] Commerce de détail de carburants en magasin spécialisé"
"of_naf_47_30","of_naf_47_3","[47.30] Commerce de détail de carburants en magasin spécialisé"
"of_naf_47_4","of_naf_47","[47.4] Commerce de détail d'équipements de l'information et de la communication en magasin spécialisé"
"of_naf_47_41","of_naf_47_4","[47.41] Commerce de détail d'ordinateurs, d'unités périphériques et de logiciels en magasin spécialisé"
"of_naf_47_42","of_naf_47_4","[47.42] Commerce de détail de matériels de télécommunication en magasin spécialisé"
"of_naf_47_43","of_naf_47_4","[47.43] Commerce de détail de matériels audio/vidéo en magasin spécialisé"
"of_naf_47_5","of_naf_47","[47.5] Commerce de détail d'autres équipements du foyer en magasin spécialisé"
"of_naf_47_51","of_naf_47_5","[47.51] Commerce de détail de textiles en magasin spécialisé"
"of_naf_47_52","of_naf_47_5","[47.52] Commerce de détail de quincaillerie, peintures et verres en magasin spécialisé"
"of_naf_47_53","of_naf_47_5","[47.53] Commerce de détail de tapis, moquettes et revêtements de murs et de sols en magasin spécialisé"
"of_naf_47_54","of_naf_47_5","[47.54] Commerce de détail d'appareils électroménagers en magasin spécialisé"
"of_naf_47_59","of_naf_47_5","[47.59] Commerce de détail de meubles, appareils d'éclairage et autres articles de ménage en magasin spécialisé"
"of_naf_47_6","of_naf_47","[47.6] Commerce de détail de biens culturels et de loisirs en magasin spécialisé"
"of_naf_47_61","of_naf_47_6","[47.61] Commerce de détail de livres en magasin spécialisé"
"of_naf_47_62","of_naf_47_6","[47.62] Commerce de détail de journaux et papeterie en magasin spécialisé"
"of_naf_47_63","of_naf_47_6","[47.63] Commerce de détail d'enregistrements musicaux et vidéo en magasin spécialisé"
"of_naf_47_64","of_naf_47_6","[47.64] Commerce de détail d'articles de sport en magasin spécialisé "
"of_naf_47_65","of_naf_47_6","[47.65] Commerce de détail de jeux et jouets en magasin spécialisé"
"of_naf_47_7","of_naf_47","[47.7] Autres commerces de détail en magasin spécialisé"
"of_naf_47_71","of_naf_47_7","[47.71] Commerce de détail d'habillement en magasin spécialisé"
"of_naf_47_72","of_naf_47_7","[47.72] Commerce de détail de chaussures et d'articles en cuir en magasin spécialisé"
"of_naf_47_73","of_naf_47_7","[47.73] Commerce de détail de produits pharmaceutiques en magasin spécialisé "
"of_naf_47_74","of_naf_47_7","[47.74] Commerce de détail d'articles médicaux et orthopédiques en magasin spécialisé"
"of_naf_47_75","of_naf_47_7","[47.75] Commerce de détail de parfumerie et de produits de beauté en magasin spécialisé"
"of_naf_47_76","of_naf_47_7","[47.76] Commerce de détail de fleurs, plantes, graines, engrais, animaux de compagnie et aliments pour ces animaux en magasin spécialisé"
"of_naf_47_77","of_naf_47_7","[47.77] Commerce de détail d'articles d'horlogerie et de bijouterie en magasin spécialisé"
"of_naf_47_78","of_naf_47_7","[47.78] Autre commerce de détail de biens neufs en magasin spécialisé"
"of_naf_47_79","of_naf_47_7","[47.79] Commerce de détail de biens d'occasion en magasin"
"of_naf_47_8","of_naf_47","[47.8] Commerce de détail sur éventaires et marchés"
"of_naf_47_81","of_naf_47_8","[47.81] Commerce de détail alimentaire sur éventaires et marchés"
"of_naf_47_82","of_naf_47_8","[47.82] Commerce de détail de textiles, d'habillement et de chaussures sur éventaires et marchés"
"of_naf_47_89","of_naf_47_8","[47.89] Autres commerces de détail sur éventaires et marchés"
"of_naf_47_9","of_naf_47","[47.9] Commerce de détail hors magasin, éventaires ou marchés"
"of_naf_47_91","of_naf_47_9","[47.91] Vente à distance"
"of_naf_47_99","of_naf_47_9","[47.99] Autres commerces de détail hors magasin, éventaires ou marchés"
"of_naf_H","","[H] TRANSPORTS ET ENTREPOSAGE"
"of_naf_49","of_naf_H","[49] Transports terrestres et transport par conduites"
"of_naf_49_1","of_naf_49","[49.1] Transport ferroviaire interurbain de voyageurs"
"of_naf_49_10","of_naf_49_1","[49.10] Transport ferroviaire interurbain de voyageurs"
"of_naf_49_2","of_naf_49","[49.2] Transports ferroviaires de fret"
"of_naf_49_20","of_naf_49_2","[49.20] Transports ferroviaires de fret "
"of_naf_49_3","of_naf_49","[49.3] Autres transports terrestres de voyageurs"
"of_naf_49_31","of_naf_49_3","[49.31] Transports urbains et suburbains de voyageurs"
"of_naf_49_32","of_naf_49_3","[49.32] Transports de voyageurs par taxis"
"of_naf_49_39","of_naf_49_3","[49.39] Autres transports terrestres de voyageurs n.c.a."
"of_naf_49_4","of_naf_49","[49.4] Transports routiers de fret et services de déménagement"
"of_naf_49_41","of_naf_49_4","[49.41] Transports routiers de fret"
"of_naf_49_42","of_naf_49_4","[49.42] Services de déménagement"
"of_naf_49_5","of_naf_49","[49.5] Transports par conduites"
"of_naf_49_50","of_naf_49_5","[49.50] Transports par conduites"
"of_naf_50","of_naf_H","[50] Transports par eau"
"of_naf_50_1","of_naf_50","[50.1] Transports maritimes et côtiers de passagers"
"of_naf_50_10","of_naf_50_1","[50.10] Transports maritimes et côtiers de passagers"
"of_naf_50_2","of_naf_50","[50.2] Transports maritimes et côtiers de fret"
"of_naf_50_20","of_naf_50_2","[50.20] Transports maritimes et côtiers de fret"
"of_naf_50_3","of_naf_50","[50.3] Transports fluviaux de passagers"
"of_naf_50_30","of_naf_50_3","[50.30] Transports fluviaux de passagers"
"of_naf_50_4","of_naf_50","[50.4] Transports fluviaux de fret"
"of_naf_50_40","of_naf_50_4","[50.40] Transports fluviaux de fret "
"of_naf_51","of_naf_H","[51] Transports aériens"
"of_naf_51_1","of_naf_51","[51.1] Transports aériens de passagers"
"of_naf_51_10","of_naf_51_1","[51.10] Transports aériens de passagers"
"of_naf_51_2","of_naf_51","[51.2] Transports aériens de fret et transports spatiaux"
"of_naf_51_21","of_naf_51_2","[51.21] Transports aériens de fret"
"of_naf_51_22","of_naf_51_2","[51.22] Transports spatiaux"
"of_naf_52","of_naf_H","[52] Entreposage et services auxiliaires des transports"
"of_naf_52_1","of_naf_52","[52.1] Entreposage et stockage"
"of_naf_52_10","of_naf_52_1","[52.10] Entreposage et stockage"
"of_naf_52_2","of_naf_52","[52.2] Services auxiliaires des transports"
"of_naf_52_21","of_naf_52_2","[52.21] Services auxiliaires des transports terrestres"
"of_naf_52_22","of_naf_52_2","[52.22] Services auxiliaires des transports par eau"
"of_naf_52_23","of_naf_52_2","[52.23] Services auxiliaires des transports aériens"
"of_naf_52_24","of_naf_52_2","[52.24] Manutention"
"of_naf_52_29","of_naf_52_2","[52.29] Autres services auxiliaires des transports "
"of_naf_53","of_naf_H","[53] Activités de poste et de courrier"
