"id","parent_id:id","name"
"of_naf_53_1","of_naf_53","[53.1] Activités de poste dans le cadre d'une obligation de service universel"
"of_naf_53_10","of_naf_53_1","[53.10] Activités de poste dans le cadre d'une obligation de service universel "
"of_naf_53_2","of_naf_53","[53.2] Autres activités de poste et de courrier"
"of_naf_53_20","of_naf_53_2","[53.20] Autres activités de poste et de courrier"
"of_naf_I","","[I] HÉBERGEMENT ET RESTAURATION"
"of_naf_55","of_naf_I","[55] Hébergement"
"of_naf_55_1","of_naf_55","[55.1] Hôtels et hébergement similaire"
"of_naf_55_10","of_naf_55_1","[55.10] Hôtels et hébergement similaire "
"of_naf_55_2","of_naf_55","[55.2] Hébergement touristique et autre hébergement de courte durée"
"of_naf_55_20","of_naf_55_2","[55.20] Hébergement touristique et autre hébergement de courte durée"
"of_naf_55_3","of_naf_55","[55.3] Terrains de camping et parcs pour caravanes ou véhicules de loisirs"
"of_naf_55_30","of_naf_55_3","[55.30] Terrains de camping et parcs pour caravanes ou véhicules de loisirs"
"of_naf_55_9","of_naf_55","[55.9] Autres hébergements"
"of_naf_55_90","of_naf_55_9","[55.90] Autres hébergements"
"of_naf_56","of_naf_I","[56] Restauration"
"of_naf_56_1","of_naf_56","[56.1] Restaurants et services de restauration mobile"
"of_naf_56_10","of_naf_56_1","[56.10] Restaurants et services de restauration mobile"
"of_naf_56_2","of_naf_56","[56.2] Traiteurs et autres services de restauration"
"of_naf_56_21","of_naf_56_2","[56.21] Services des traiteurs "
"of_naf_56_29","of_naf_56_2","[56.29] Autres services de restauration"
"of_naf_56_3","of_naf_56","[56.3] Débits de boissons"
"of_naf_56_30","of_naf_56_3","[56.30] Débits de boissons"
"of_naf_J","","[J] INFORMATION ET COMMUNICATION"
"of_naf_58","of_naf_J","[58] Édition"
"of_naf_58_1","of_naf_58","[58.1] Édition de livres et périodiques et autres activités d'édition "
"of_naf_58_11","of_naf_58_1","[58.11] Édition de livres"
"of_naf_58_12","of_naf_58_1","[58.12] Édition de répertoires et de fichiers d'adresses"
"of_naf_58_13","of_naf_58_1","[58.13] Édition de journaux"
"of_naf_58_14","of_naf_58_1","[58.14] Édition de revues et périodiques"
"of_naf_58_19","of_naf_58_1","[58.19] Autres activités d'édition"
"of_naf_58_2","of_naf_58","[58.2] Édition de logiciels"
"of_naf_58_21","of_naf_58_2","[58.21] Édition de jeux électroniques"
"of_naf_58_29","of_naf_58_2","[58.29] Édition d'autres logiciels"
"of_naf_59","of_naf_J","[59] Production de films cinématographiques, de vidéo et de programmes de télévision; enregistrement sonore et édition musicale"
"of_naf_59_1","of_naf_59","[59.1] Activités cinématographiques, vidéo et de télévision"
"of_naf_59_11","of_naf_59_1","[59.11] Production de films cinématographiques, de vidéo et de programmes de télévision "
"of_naf_59_12","of_naf_59_1","[59.12] Post-production de films cinématographiques, de vidéo et de programmes de télévision"
"of_naf_59_13","of_naf_59_1","[59.13] Distribution de films cinématographiques, de vidéo et de programmes de télévision "
"of_naf_59_14","of_naf_59_1","[59.14] Projection de films cinématographiques"
"of_naf_59_2","of_naf_59","[59.2] Enregistrement sonore et édition musicale"
"of_naf_59_20","of_naf_59_2","[59.20] Enregistrement sonore et édition musicale "
"of_naf_60","of_naf_J","[60] Programmation et diffusion "
"of_naf_60_1","of_naf_60","[60.1] Édition et diffusion de programmes radio"
"of_naf_60_10","of_naf_60_1","[60.10] Édition et diffusion de programmes radio"
"of_naf_60_2","of_naf_60","[60.2] Programmation de télévision et télédiffusion"
"of_naf_60_20","of_naf_60_2","[60.20] Programmation de télévision et télédiffusion"
"of_naf_61","of_naf_J","[61] Télécommunications"
"of_naf_61_1","of_naf_61","[61.1] Télécommunications filaires"
"of_naf_61_10","of_naf_61_1","[61.10] Télécommunications filaires"
"of_naf_61_2","of_naf_61","[61.2] Télécommunications sans fil "
"of_naf_61_20","of_naf_61_2","[61.20] Télécommunications sans fil "
"of_naf_61_3","of_naf_61","[61.3] Télécommunications par satellite"
"of_naf_61_30","of_naf_61_3","[61.30] Télécommunications par satellite"
"of_naf_61_9","of_naf_61","[61.9] Autres activités de télécommunication"
"of_naf_61_90","of_naf_61_9","[61.90] Autres activités de télécommunication "
"of_naf_62","of_naf_J","[62] Programmation, conseil et autres activités informatiques "
"of_naf_62_0","of_naf_62","[62.0] Programmation, conseil et autres activités informatiques"
"of_naf_62_01","of_naf_62_0","[62.01] Programmation informatique"
"of_naf_62_02","of_naf_62_0","[62.02] Conseil informatique "
"of_naf_62_03","of_naf_62_0","[62.03] Gestion d'installations informatiques"
"of_naf_62_09","of_naf_62_0","[62.09] Autres activités informatiques"
"of_naf_63","of_naf_J","[63] Services d'information"
"of_naf_63_1","of_naf_63","[63.1] Traitement de données, hébergement et activités connexes; portails Internet"
"of_naf_63_11","of_naf_63_1","[63.11] Traitement de données, hébergement et activités connexes"
"of_naf_63_12","of_naf_63_1","[63.12] Portails Internet"
"of_naf_63_9","of_naf_63","[63.9] Autres services d'information"
"of_naf_63_91","of_naf_63_9","[63.91] Activités des agences de presse"
"of_naf_63_99","of_naf_63_9","[63.99] Autres services d'information n.c.a."
"of_naf_K","","[K] ACTIVITÉS FINANCIÈRES ET D'ASSURANCE"
"of_naf_64","of_naf_K","[64] Activités des services financiers, hors assurance et caisses de retraite"
"of_naf_64_1","of_naf_64","[64.1] Intermédiation monétaire"
"of_naf_64_11","of_naf_64_1","[64.11] Activités de banque centrale"
"of_naf_64_19","of_naf_64_1","[64.19] Autres intermédiations monétaires"
"of_naf_64_2","of_naf_64","[64.2] Activités des sociétés holding"
"of_naf_64_20","of_naf_64_2","[64.20] Activités des sociétés holding"
"of_naf_64_3","of_naf_64","[64.3] Fonds de placement et entités financières similaires"
"of_naf_64_30","of_naf_64_3","[64.30] Fonds de placement et entités financières similaires"
"of_naf_64_9","of_naf_64","[64.9] Autres activités des services financiers, hors assurance et caisses de retraite"
"of_naf_64_91","of_naf_64_9","[64.91] Crédit-bail "
"of_naf_64_92","of_naf_64_9","[64.92] Autre distribution de crédit"
"of_naf_64_99","of_naf_64_9","[64.99] Autres activités des services financiers, hors assurance et caisses de retraite, n.c.a."
"of_naf_65","of_naf_K","[65] Assurance"
"of_naf_65_1","of_naf_65","[65.1] Assurance"
"of_naf_65_11","of_naf_65_1","[65.11] Assurance vie "
"of_naf_65_12","of_naf_65_1","[65.12] Autres assurances"
"of_naf_65_2","of_naf_65","[65.2] Réassurance"
"of_naf_65_20","of_naf_65_2","[65.20] Réassurance"
"of_naf_65_3","of_naf_65","[65.3] Caisses de retraite"
"of_naf_65_30","of_naf_65_3","[65.30] Caisses de retraite"
"of_naf_66","of_naf_K","[66] Activités auxiliaires de services financiers et d'assurance "
"of_naf_66_1","of_naf_66","[66.1] Activités auxiliaires de services financiers, hors assurance et caisses de retraite"
"of_naf_66_11","of_naf_66_1","[66.11] Administration de marchés financiers"
"of_naf_66_12","of_naf_66_1","[66.12] Courtage de valeurs mobilières et de marchandises"
"of_naf_66_19","of_naf_66_1","[66.19] Autres activités auxiliaires de services financiers, hors assurance et caisses de retraite"
"of_naf_66_2","of_naf_66","[66.2] Activités auxiliaires d'assurance et de caisses de retraite"
"of_naf_66_21","of_naf_66_2","[66.21] Évaluation des risques et dommages"
"of_naf_66_22","of_naf_66_2","[66.22] Activités des agents et courtiers d'assurances"
"of_naf_66_29","of_naf_66_2","[66.29] Autres activités auxiliaires d'assurance et de caisses de retraite"
"of_naf_66_3","of_naf_66","[66.3] Gestion de fonds"
"of_naf_66_30","of_naf_66_3","[66.30] Gestion de fonds"
"of_naf_L","","[L] ACTIVITÉS IMMOBILIÈRES"
"of_naf_68","of_naf_L","[68] Activités immobilières"
"of_naf_68_1","of_naf_68","[68.1] Activités des marchands de biens immobiliers"
"of_naf_68_10","of_naf_68_1","[68.10] Activités des marchands de biens immobiliers"
"of_naf_68_2","of_naf_68","[68.2] Location et exploitation de biens immobiliers propres ou loués"
"of_naf_68_20","of_naf_68_2","[68.20] Location et exploitation de biens immobiliers propres ou loués "
"of_naf_68_3","of_naf_68","[68.3] Activités immobilières pour compte de tiers"
"of_naf_68_31","of_naf_68_3","[68.31] Agences immobilières"
"of_naf_68_32","of_naf_68_3","[68.32] Administration de biens immobiliers"
"of_naf_M","","[M] ACTIVITÉS SPÉCIALISÉES, SCIENTIFIQUES ET TECHNIQUES"
"of_naf_69","of_naf_M","[69] Activités juridiques et comptables"
"of_naf_69_1","of_naf_69","[69.1] Activités juridiques"
"of_naf_69_10","of_naf_69_1","[69.10] Activités juridiques"
"of_naf_69_2","of_naf_69","[69.2] Activités comptables"
"of_naf_69_20","of_naf_69_2","[69.20] Activités comptables"
"of_naf_70","of_naf_M","[70] Activités des sièges sociaux; conseil de gestion"
"of_naf_70_1","of_naf_70","[70.1] Activités des sièges sociaux"
"of_naf_70_10","of_naf_70_1","[70.10] Activités des sièges sociaux"
"of_naf_70_2","of_naf_70","[70.2] Conseil de gestion"
"of_naf_70_21","of_naf_70_2","[70.21] Conseil en relations publiques et communication"
"of_naf_70_22","of_naf_70_2","[70.22] Conseil pour les affaires et autres conseils de gestion"
"of_naf_71","of_naf_M","[71] Activités d'architecture et d'ingénierie; activités de contrôle et analyses techniques"
"of_naf_71_1","of_naf_71","[71.1] Activités d'architecture et d'ingénierie"
"of_naf_71_11","of_naf_71_1","[71.11] Activités d'architecture "
"of_naf_71_12","of_naf_71_1","[71.12] Activités d'ingénierie"
"of_naf_71_2","of_naf_71","[71.2] Activités de contrôle et analyses techniques"
"of_naf_71_20","of_naf_71_2","[71.20] Activités de contrôle et analyses techniques"
"of_naf_72","of_naf_M","[72] Recherche développement scientifique"
"of_naf_72_1","of_naf_72","[72.1] Recherche-développement en sciences physiques et naturelles"
"of_naf_72_11","of_naf_72_1","[72.11] Recherche-développement en biotechnologie"
"of_naf_72_19","of_naf_72_1","[72.19] Recherche-développement en autres sciences physiques et naturelles"
"of_naf_72_2","of_naf_72","[72.2] Recherche-développement en sciences humaines et sociales"
"of_naf_72_20","of_naf_72_2","[72.20] Recherche-développement en sciences humaines et sociales"
"of_naf_73","of_naf_M","[73] Publicité et études de marché"
"of_naf_73_1","of_naf_73","[73.1] Publicité"
"of_naf_73_11","of_naf_73_1","[73.11] Activités des agences de publicité"
"of_naf_73_12","of_naf_73_1","[73.12] Régie publicitaire de médias"
"of_naf_73_2","of_naf_73","[73.2] Études de marché et sondages"
"of_naf_73_20","of_naf_73_2","[73.20] Études de marché et sondages"
"of_naf_74","of_naf_M","[74] Autres activités spécialisées, scientifiques et techniques"
"of_naf_74_1","of_naf_74","[74.1] Activités spécialisées de design"
"of_naf_74_10","of_naf_74_1","[74.10] Activités spécialisées de design"
"of_naf_74_2","of_naf_74","[74.2] Activités photographiques"
"of_naf_74_20","of_naf_74_2","[74.20] Activités photographiques"
"of_naf_74_3","of_naf_74","[74.3] Traduction et interprétation"
"of_naf_74_30","of_naf_74_3","[74.30] Traduction et interprétation"
"of_naf_74_9","of_naf_74","[74.9] Autres activités spécialisées, scientifiques et techniques n.c.a."
"of_naf_74_90","of_naf_74_9","[74.90] Autres activités spécialisées, scientifiques et techniques n.c.a."
"of_naf_75","of_naf_M","[75] Activités vétérinaires"
"of_naf_75_0","of_naf_75","[75.0] Activités vétérinaires"
"of_naf_75_00","of_naf_75_0","[75.00] Activités vétérinaires"
"of_naf_N","","[N] ACTIVITÉS DE SERVICES ADMINISTRATIFS ET DE SOUTIEN"
"of_naf_77","of_naf_N","[77] Activités de location et location-bail"
"of_naf_77_1","of_naf_77","[77.1] Location et location-bail de véhicules automobiles"
"of_naf_77_11","of_naf_77_1","[77.11] Location et location-bail de voitures et de véhicules automobiles légers"
"of_naf_77_12","of_naf_77_1","[77.12] Location et location-bail de camions"
"of_naf_77_2","of_naf_77","[77.2] Location et location-bail de biens personnels et domestiques"
"of_naf_77_21","of_naf_77_2","[77.21] Location et location-bail d'articles de loisirs et de sport"
"of_naf_77_22","of_naf_77_2","[77.22] Location de vidéocassettes et disques vidéo"
"of_naf_77_29","of_naf_77_2","[77.29] Location et location-bail d'autres biens personnels et domestiques"
"of_naf_77_3","of_naf_77","[77.3] Location et location-bail d'autres machines, équipements et biens"
"of_naf_77_31","of_naf_77_3","[77.31] Location et location-bail de machines et équipements agricoles"
"of_naf_77_32","of_naf_77_3","[77.32] Location et location bail de machines et équipements pour la construction"
"of_naf_77_33","of_naf_77_3","[77.33] Location et location-bail de machines de bureau et de matériel informatique"
"of_naf_77_34","of_naf_77_3","[77.34] Location et location-bail de matériels de transport par eau"
"of_naf_77_35","of_naf_77_3","[77.35] Location et location-bail de matériels de transport aérien"
"of_naf_77_39","of_naf_77_3","[77.39] Location et location-bail d’autres machines, équipements et biens matériels n.c.a."
"of_naf_77_4","of_naf_77","[77.4] Location-bail de propriété intellectuelle et de produits similaires, à l'exception des œuvres soumises à copyright"
"of_naf_77_40","of_naf_77_4","[77.40] Location-bail de propriété intellectuelle et de produits similaires, à l'exception des œuvres soumises à copyright"
"of_naf_78","of_naf_N","[78] Activités liées à l'emploi"
"of_naf_78_1","of_naf_78","[78.1] Activités des agences de placement de main-d'œuvre"
"of_naf_78_10","of_naf_78_1","[78.10] Activités des agences de placement de main-d'œuvre"
"of_naf_78_2","of_naf_78","[78.2] Activités des agences de travail temporaire"
"of_naf_78_20","of_naf_78_2","[78.20] Activités des agences de travail temporaire "
"of_naf_78_3","of_naf_78","[78.3] Autre mise à disposition de ressources humaines"
"of_naf_78_30","of_naf_78_3","[78.30] Autre mise à disposition de ressources humaines"
"of_naf_79","of_naf_N","[79] Activités des agences de voyage, voyagistes, services de réservation et activités connexes"
"of_naf_79_1","of_naf_79","[79.1] Activités des agences de voyage et voyagistes"
"of_naf_79_11","of_naf_79_1","[79.11] Activités des agences de voyage"
"of_naf_79_12","of_naf_79_1","[79.12] Activités des voyagistes"
"of_naf_79_9","of_naf_79","[79.9] Autres services de réservation et activités connexes"
"of_naf_79_90","of_naf_79_9","[79.90] Autres services de réservation et activités connexes"
"of_naf_80","of_naf_N","[80] Enquêtes et sécurité"
"of_naf_80_1","of_naf_80","[80.1] Activités de sécurité privée"
"of_naf_80_10","of_naf_80_1","[80.10] Activités de sécurité privée "
"of_naf_80_2","of_naf_80","[80.2] Activités liées aux systèmes de sécurité"
"of_naf_80_20","of_naf_80_2","[80.20] Activités liées aux systèmes de sécurité "
"of_naf_80_3","of_naf_80","[80.3] Activités d'enquête"
"of_naf_80_30","of_naf_80_3","[80.30] Activités d'enquête"
"of_naf_81","of_naf_N","[81] Services relatifs aux bâtiments et aménagement paysager"
"of_naf_81_1","of_naf_81","[81.1] Activités combinées de soutien lié aux bâtiments"
"of_naf_81_10","of_naf_81_1","[81.10] Activités combinées de soutien lié aux bâtiments "
"of_naf_81_2","of_naf_81","[81.2] Activités de nettoyage"
"of_naf_81_21","of_naf_81_2","[81.21] Nettoyage courant des bâtiments"
"of_naf_81_22","of_naf_81_2","[81.22] Autres activités de nettoyage des bâtiments et nettoyage industriel"
"of_naf_81_29","of_naf_81_2","[81.29] Autres activités de nettoyage"
"of_naf_81_3","of_naf_81","[81.3] Services d'aménagement paysager"
"of_naf_81_30","of_naf_81_3","[81.30] Services d'aménagement paysager "
"of_naf_82","of_naf_N","[82] Activités administratives et autres activités de soutien aux entreprises"
"of_naf_82_1","of_naf_82","[82.1] Activités administratives "
"of_naf_82_11","of_naf_82_1","[82.11] Services administratifs combinés de bureau"
"of_naf_82_19","of_naf_82_1","[82.19] Photocopie, préparation de documents et autres activités spécialisées de soutien de bureau"
"of_naf_82_2","of_naf_82","[82.2] Activités de centres d'appels"
"of_naf_82_20","of_naf_82_2","[82.20] Activités de centres d'appels"
"of_naf_82_3","of_naf_82","[82.3] Organisation de salons professionnels et congrès"
"of_naf_82_30","of_naf_82_3","[82.30] Organisation de salons professionnels et congrès"
"of_naf_82_9","of_naf_82","[82.9] Activités de soutien aux entreprises n.c.a."
"of_naf_82_91","of_naf_82_9","[82.91] Activités des agences de recouvrement de factures et des sociétés d'information financière sur la clientèle"
"of_naf_82_92","of_naf_82_9","[82.92] Activités de conditionnement "
"of_naf_82_99","of_naf_82_9","[82.99] Autres activités de soutien aux entreprises n.c.a."
"of_naf_O","","[O] ADMINISTRATION PUBLIQUE"
"of_naf_84","of_naf_O","[84] Administration publique et défense; sécurité sociale obligatoire"
"of_naf_84_1","of_naf_84","[84.1] Administration générale, économique et sociale"
"of_naf_84_11","of_naf_84_1","[84.11] Administration publique générale"
"of_naf_84_12","of_naf_84_1","[84.12] Administration publique (tutelle) de la santé, de la formation, de la culture et des services sociaux, autre que sécurité sociale "
"of_naf_84_13","of_naf_84_1","[84.13] Administration publique (tutelle) des activités économiques"
"of_naf_84_2","of_naf_84","[84.2] Services de prérogative publique"
"of_naf_84_21","of_naf_84_2","[84.21] Affaires étrangères"
"of_naf_84_22","of_naf_84_2","[84.22] Défense"
"of_naf_84_23","of_naf_84_2","[84.23] Justice"
"of_naf_84_24","of_naf_84_2","[84.24] Activités d’ordre public et de sécurité"
"of_naf_84_25","of_naf_84_2","[84.25] Services du feu et de secours"
"of_naf_84_3","of_naf_84","[84.3] Sécurité sociale obligatoire"
"of_naf_84_30","of_naf_84_3","[84.30] Sécurité sociale obligatoire"
"of_naf_P","","[P] ENSEIGNEMENT"
"of_naf_85","of_naf_P","[85] Enseignement"
"of_naf_85_1","of_naf_85","[85.1] Enseignement pré-primaire"
"of_naf_85_10","of_naf_85_1","[85.10] Enseignement pré-primaire"
"of_naf_85_2","of_naf_85","[85.2] Enseignement primaire"
"of_naf_85_20","of_naf_85_2","[85.20] Enseignement primaire"
"of_naf_85_3","of_naf_85","[85.3] Enseignement secondaire"
"of_naf_85_31","of_naf_85_3","[85.31] Enseignement secondaire général"
"of_naf_85_32","of_naf_85_3","[85.32] Enseignement secondaire technique ou professionnel"
"of_naf_85_4","of_naf_85","[85.4] Enseignement supérieur et post-secondaire non supérieur"
"of_naf_85_41","of_naf_85_4","[85.41] Enseignement post-secondaire non supérieur"
"of_naf_85_42","of_naf_85_4","[85.42] Enseignement supérieur "
"of_naf_85_5","of_naf_85","[85.5] Autres activités d'enseignement"
"of_naf_85_51","of_naf_85_5","[85.51] Enseignement de disciplines sportives et d'activités de loisirs"
"of_naf_85_52","of_naf_85_5","[85.52] Enseignement culturel"
"of_naf_85_53","of_naf_85_5","[85.53] Enseignement de la conduite"
"of_naf_85_59","of_naf_85_5","[85.59] Enseignements divers"
"of_naf_85_6","of_naf_85","[85.6] Activités de soutien à l'enseignement"
"of_naf_85_60","of_naf_85_6","[85.60] Activités de soutien à l'enseignement"
"of_naf_Q","","[Q] SANTÉ HUMAINE ET ACTION SOCIALE"
"of_naf_86","of_naf_Q","[86] Activités pour la santé humaine"
"of_naf_86_1","of_naf_86","[86.1] Activités hospitalières"
"of_naf_86_10","of_naf_86_1","[86.10] Activités hospitalières"
"of_naf_86_2","of_naf_86","[86.2] Activité des médecins et des dentistes"
"of_naf_86_21","of_naf_86_2","[86.21] Activité des médecins généralistes"
"of_naf_86_22","of_naf_86_2","[86.22] Activité des médecins spécialistes"
"of_naf_86_23","of_naf_86_2","[86.23] Pratique dentaire"
"of_naf_86_9","of_naf_86","[86.9] Autres activités pour la santé humaine"
"of_naf_86_90","of_naf_86_9","[86.90] Autres activités pour la santé humaine"
"of_naf_87","of_naf_Q","[87] Hébergement médico-social et social"
"of_naf_87_1","of_naf_87","[87.1] Hébergement médicalisé"
"of_naf_87_10","of_naf_87_1","[87.10] Hébergement médicalisé "
"of_naf_87_2","of_naf_87","[87.2] Hébergement social pour personnes handicapées mentales, malades mentales et toxicomanes"
"of_naf_87_20","of_naf_87_2","[87.20] Hébergement social pour personnes handicapées mentales, malades mentales et toxicomanes "
"of_naf_87_3","of_naf_87","[87.3] Hébergement social pour personnes âgées ou handicapées physiques"
"of_naf_87_30","of_naf_87_3","[87.30] Hébergement social pour personnes âgées ou handicapées physiques "
"of_naf_87_9","of_naf_87","[87.9] Autres activités d'hébergement social"
"of_naf_87_90","of_naf_87_9","[87.90] Autres activités d'hébergement social"
"of_naf_88","of_naf_Q","[88] Action sociale sans hébergement"
"of_naf_88_1","of_naf_88","[88.1] Action sociale sans hébergement pour personnes âgées et pour personnes handicapées"
"of_naf_88_10","of_naf_88_1","[88.10] Action sociale sans hébergement pour personnes âgées et pour personnes handicapées "
"of_naf_88_9","of_naf_88","[88.9] Autre action sociale sans hébergement"
"of_naf_88_91","of_naf_88_9","[88.91] Action sociale sans hébergement pour jeunes enfants"
"of_naf_88_99","of_naf_88_9","[88.99] Autre action sociale sans hébergement n.c.a."
"of_naf_R","","[R] ARTS, SPECTACLES ET ACTIVITÉS RÉCRÉATIVES"
"of_naf_90","of_naf_R","[90] Activités créatives, artistiques et de spectacle "
"of_naf_90_0","of_naf_90","[90.0] Activités créatives, artistiques et de spectacle "
"of_naf_90_01","of_naf_90_0","[90.01] Arts du spectacle vivant"
"of_naf_90_02","of_naf_90_0","[90.02] Activités de soutien au spectacle vivant"
"of_naf_90_03","of_naf_90_0","[90.03] Création artistique"
"of_naf_90_04","of_naf_90_0","[90.04] Gestion de salles de spectacles"
"of_naf_91","of_naf_R","[91] Bibliothèques, archives, musées et autres activités culturelles"
"of_naf_91_0","of_naf_91","[91.0] Bibliothèques, archives, musées et autres activités culturelles"
"of_naf_91_01","of_naf_91_0","[91.01] Gestion des bibliothèques et des archives"
"of_naf_91_02","of_naf_91_0","[91.02] Gestion des musées"
"of_naf_91_03","of_naf_91_0","[91.03] Gestion des sites et monuments historiques et des attractions touristiques similaires"
"of_naf_91_04","of_naf_91_0","[91.04] Gestion des jardins botaniques et zoologiques et des réserves naturelles"
"of_naf_92","of_naf_R","[92] Organisation de jeux de hasard et d'argent"
"of_naf_92_0","of_naf_92","[92.0] Organisation de jeux de hasard et d'argent"
"of_naf_92_00","of_naf_92_0","[92.00] Organisation de jeux de hasard et d'argent"
"of_naf_93","of_naf_R","[93] Activités sportives, récréatives et de loisirs"
"of_naf_93_1","of_naf_93","[93.1] Activités liées au sport"
"of_naf_93_11","of_naf_93_1","[93.11] Gestion d'installations sportives"
"of_naf_93_12","of_naf_93_1","[93.12] Activités de clubs de sports"
"of_naf_93_13","of_naf_93_1","[93.13] Activités des centres de culture physique"
"of_naf_93_19","of_naf_93_1","[93.19] Autres activités liées au sport"
"of_naf_93_2","of_naf_93","[93.2] Activités récréatives et de loisirs"
"of_naf_93_21","of_naf_93_2","[93.21] Activités des parcs d'attractions et parcs à thèmes"
"of_naf_93_29","of_naf_93_2","[93.29] Autres activités récréatives et de loisirs "
"of_naf_S","","[S] AUTRES ACTIVITÉS DE SERVICES"
"of_naf_94","of_naf_S","[94] Activités des organisations associatives"
"of_naf_94_1","of_naf_94","[94.1] Activités des organisations économiques, patronales et professionnelles"
"of_naf_94_11","of_naf_94_1","[94.11] Activités des organisations patronales et consulaires"
"of_naf_94_12","of_naf_94_1","[94.12] Activités des organisations professionnelles"
"of_naf_94_2","of_naf_94","[94.2] Activités des syndicats de salariés"
"of_naf_94_20","of_naf_94_2","[94.20] Activités des syndicats de salariés"
"of_naf_94_9","of_naf_94","[94.9] Activités des autres organisations associatives"
"of_naf_94_91","of_naf_94_9","[94.91] Activités des organisations religieuses"
"of_naf_94_92","of_naf_94_9","[94.92] Activités des organisations politiques"
"of_naf_94_99","of_naf_94_9","[94.99] Activités des organisations associatives n.c.a."
"of_naf_95","of_naf_S","[95] Réparation d'ordinateurs et de biens personnels et domestiques"
"of_naf_95_1","of_naf_95","[95.1] Réparation d'ordinateurs et d'équipements de communication "
"of_naf_95_11","of_naf_95_1","[95.11] Réparation d'ordinateurs et d'équipements périphériques"
"of_naf_95_12","of_naf_95_1","[95.12] Réparation d'équipements de communication"
"of_naf_95_2","of_naf_95","[95.2] Réparation de biens personnels et domestiques"
"of_naf_95_21","of_naf_95_2","[95.21] Réparation de produits électroniques grand public"
"of_naf_95_22","of_naf_95_2","[95.22] Réparation d'appareils électroménagers et d'équipements pour la maison et le jardin"
"of_naf_95_23","of_naf_95_2","[95.23] Réparation de chaussures et d'articles en cuir"
"of_naf_95_24","of_naf_95_2","[95.24] Réparation de meubles et d'équipements du foyer"
"of_naf_95_25","of_naf_95_2","[95.25] Réparation d'articles d'horlogerie et de bijouterie"
"of_naf_95_29","of_naf_95_2","[95.29] Réparation d'autres biens personnels et domestiques"
"of_naf_96","of_naf_S","[96] Autres services personnels"
"of_naf_96_0","of_naf_96","[96.0] Autres services personnels"
"of_naf_96_01","of_naf_96_0","[96.01] Blanchisserie teinturerie"
"of_naf_96_02","of_naf_96_0","[96.02] Coiffure et soins de beauté"
"of_naf_96_03","of_naf_96_0","[96.03] Services funéraires"
"of_naf_96_04","of_naf_96_0","[96.04] Entretien corporel"
"of_naf_96_09","of_naf_96_0","[96.09] Autres services personnels n.c.a."
"of_naf_T","","[T] ACTIVITÉS DES MÉNAGES EN TANT QU'EMPLOYEURS; ACTIVITÉS INDIFFÉRENCIÉES DES MÉNAGES EN TANT QUE PRODUCTEURS DE BIENS ET SERVICES POUR USAGE PROPRE"
"of_naf_97","of_naf_T","[97] Activités des ménages en tant qu'employeurs de personnel domestique"
"of_naf_97_0","of_naf_97","[97.0] Activités des ménages en tant qu'employeurs de personnel domestique"
"of_naf_97_00","of_naf_97_0","[97.00] Activités des ménages en tant qu'employeurs de personnel domestique"
"of_naf_98","of_naf_T","[98] Activités indifférenciées des ménages en tant que producteurs de biens et services pour usage propre"
"of_naf_98_1","of_naf_98","[98.1] Activités indifférenciées des ménages en tant que producteurs de biens pour usage propre"
"of_naf_98_10","of_naf_98_1","[98.10] Activités indifférenciées des ménages en tant que producteurs de biens pour usage propre"
"of_naf_98_2","of_naf_98","[98.2] Activités indifférenciées des ménages en tant que producteurs de services pour usage propre"
"of_naf_98_20","of_naf_98_2","[98.20] Activités indifférenciées des ménages en tant que producteurs de services pour usage propre"
"of_naf_U","","[U] ACTIVITÉS EXTRA TERRITORIALES"
"of_naf_99","of_naf_U","[99] Activités des organisations et organismes extraterritoriaux"
"of_naf_99_0","of_naf_99","[99.0] Activités des organisations et organismes extraterritoriaux"
"of_naf_99_00","of_naf_99_0","[99.00] Activités des organisations et organismes extraterritoriaux"
"of_naf_01_11Z","of_naf_01_11","[01.11Z] Culture de céréales (à l'exception du riz), de légumineuses et de graines oléagineuses"
"of_naf_01_12Z","of_naf_01_12","[01.12Z] Culture du riz"
"of_naf_01_13Z","of_naf_01_13","[01.13Z] Culture de légumes, de melons, de racines et de tubercules"
"of_naf_01_14Z","of_naf_01_14","[01.14Z] Culture de la canne à sucre"
"of_naf_01_15Z","of_naf_01_15","[01.15Z] Culture du tabac"
"of_naf_01_16Z","of_naf_01_16","[01.16Z] Culture de plantes à fibres"
"of_naf_01_19Z","of_naf_01_19","[01.19Z] Autres cultures non permanentes"
"of_naf_01_21Z","of_naf_01_21","[01.21Z] Culture de la vigne"
"of_naf_01_22Z","of_naf_01_22","[01.22Z] Culture de fruits tropicaux et subtropicaux"
"of_naf_01_23Z","of_naf_01_23","[01.23Z] Culture d'agrumes"
"of_naf_01_24Z","of_naf_01_24","[01.24Z] Culture de fruits à pépins et à noyau"
"of_naf_01_25Z","of_naf_01_25","[01.25Z] Culture d'autres fruits d'arbres ou d'arbustes et de fruits à coque"
"of_naf_01_26Z","of_naf_01_26","[01.26Z] Culture de fruits oléagineux"
"of_naf_01_27Z","of_naf_01_27","[01.27Z] Culture de plantes à boissons"
"of_naf_01_28Z","of_naf_01_28","[01.28Z] Culture de plantes à épices, aromatiques, médicinales et pharmaceutiques"
"of_naf_01_29Z","of_naf_01_29","[01.29Z] Autres cultures permanentes"
"of_naf_01_30Z","of_naf_01_30","[01.30Z] Reproduction de plantes"
